CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
5142;AA223798;TA;interview;01.02.2021 08:47;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesung anschauen und zusammenfassen
Tutorium 
3 Vorlesungen aus Grundbegriffe auf Lernkarten zusammenfassen";5;6;1h 30min;5h;6;"08:45 Uhr- 10:15 Uhr Vorlesung 
10:15 Uhr-11:45 Uhr Tutorium
12:15 Uhr-16:00 Uhr Lernkarten";6;4;3;5;6;6;1;1;2;3;6;1h 30min;4h 30min;6;1;6;6;6;2;5;Weiter so lernen;4;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 19;17
5143;PK497634;TA;interview;01.02.2021 08:47;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EW wiederholen, Allgemeine Psychologie wiederholen, Vorlesung Bauer und Vorlesung 6 lernen;5;5;2h;4h;5;"9 Uhr bis 10 Uhr EW wiederholen 
10.15 Uhr bis 12 Uhr Allgemeine Psychologie wiederholen
12 Uhr bis 14 Uhr Pause 
14 Uhr bis 16 Uhr Vorlesung 6 lernen";5;4;4;5;6;3;1;1;1;3;5;1h;6h;6;2;5;5;5;4;5;Vorlesungen und lernen;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 41;23
5144;BS791494;TA06;interview;01.02.2021 08:49;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;4;4;0h;5h;2;von 15.00-16.30 Uhr große Pause ;5;5;5;5;4;1;1;1;1;1;6;0h;4h;1;1;5;4;5;4;3;Das zu schaffen, was ich möchte.;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;0.71;3
5145;GD335178;TA;interview;01.02.2021 08:49;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;1h 45min;4h 45min;5;"- Vorlesung
- Aufgaben für morgen
- Vorlesung (+Lernprozessanalyse)
- Gruppenarbeit
- Lernen";4;4;6;6;5;3;1;1;1;1;6;1h 45min;5h 45min;6;1;6;6;6;5;6;#NAME?;4;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.9;6
5146;ME862665;TA06;interview;01.02.2021 08:52;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;6;3;0h;6h;6;9:30-12:00 Lüders, 12:00-13:30 allgemein Psycho, Pause, Rest Statistik;5;5;1;5;3;1;1;1;1;3;4;0h;6h;4;1;3;3;3;3;6;08.00 Uhr aufstehen;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.93;9
5147;BA355797;TA;interview;01.02.2021 08:53;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Probeklausur Statistik
EW 7 + Lernzettel 
Statistik 7";4;5;0h;5h;5;"09:00 Uhr - Vorlesung EW
10:15 Uhr - Statistik 
16:00 Uhr - Probeklausur ";5;5;5;4;6;1;2;2;1;1;6;0h;6h;4;4;6;6;6;5;6;Mehr Zweit zum Auswendiglernen nehmen;5;6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.9;4
5148;PW785611;TA06;interview;01.02.2021 08:54;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Glossarbegriffe ausarbeiten für Tutorium Forschungsmethoden Ew
Tutorium Forschungsmethoden Ew
Seminar Grundbegriffe Ew
Lernen";5;5;3h;4h;4;"09.00-10.15: Glossarbegriffe raussuchen und aufschreiben
10.15-11.45: Tutorium Forschungsmethoden
Mittagessen
12.30-14.00: Lernen und Testklausur schauen
14.15-15.45: Seminar Grundbegriffe Ew 
16.00-17.00: Einkaufen + snacken
17.15-19.30: Lernen Grundbegriffe + Einführung Ew ";5;3;6;4;4;5;1;4;1;3;4;2h;2h 30min;4;6;4;3;4;2;3;jetzt nur noch lernen!;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.57;1
5149;DC443849;TA06;interview;01.02.2021 08:54;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"lernen
Seminar
Tutorium";5;5;3h;6h;4;"lernen
Seminar
essen 
lernen
Tutorium
Abendbrot
(lernen) ";5;5;3;5;5;4;1;1;1;1;4;3h;6h;3;3;4;5;3;2;4;"lernen
produktiv und konzentriert arbeiten
direkt anfangen";3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.89;6
5150;XV917984;TA;interview;01.02.2021 08:55;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lerngruppe 1 + 3, Vorlesung, Aufgaben, Seminar;6;6;7h-8h;2h;6;"10h-12h Lerngruppe 1
12h-14h Vorlesung
-Pause, Aufgaben-
16h-18h Seminar
-Pause-
19h-21h Lerngruppe 3";5;4;5;6;5;6;1;1;1;1;6;7:45h;2h;6;1;6;6;6;6;6;Lerngruppe 3 + 4, Tutorium;6;5;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Mrz;12
5151;RA581334;TA;interview;01.02.2021 08:55;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arbeiten;6;6;0h;0h;6;12-20:30 arbeiten ;1;1;1;1;1;1;6;6;5;6;1;0h;0h;1;1;1;1;1;1;1;Lernen;1;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 61;34
5152;ZV438183;TA;interview;01.02.2021 08:57;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesung Entwicklungspsy...., Seminar Wilkens, Statistikaufgaben, Tutorium Statistik, Lernkarten EW schreiben, Lerngruppe;4;6;4;4;5;;5;5;5;5;5;3;1;1;1;1;5;4;4;6;2;6;5;5;5;5;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;6;6;0.97;8
5153;AZ588774;TA06;interview;01.02.2021 09:01;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesung Entwicklungspsychologie und lernen, Forschungsmethoden lernen ;4;5;3h 30min ;3h;4;erst Vorlesung Entwicklungspsychologie, dann zusammenfassen und lernen, Forschungsmethoden lernen und wiederholen ;3;3;5;4;5;4;1;1;1;1;4;3h;3h;3;4;5;4;4;3;5;konzentrierter arbeiten ;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;1;10
5154;BG864843;TA;interview;01.02.2021 09:04;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;6;0h;6h;5;#NAME?;1;1;6;3;6;1;1;1;1;1;6;0h;7h;6;1;5;5;5;4;6;#NAME?;4;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.88;7
5155;AK891341;TA06;interview;01.02.2021 09:05;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernplan erstellen;6;2;1 1/2 h;5,5 h;3;"9:30-10 Lernplan erstellen
10-12 Arbeiten
12-13 essen
13-16 entwicklungspsychologie
16-18 Tut
18-19 Pause (spazieren gehen und Zettel abgeben)
19-21 Forschungsmethoden
eventuell Plan anderes, falls ich heute Abend arbeiten gehen muss";4;3;5;5;4;1;3;1;1;1;6;0 h;5 h;1;3;5;5;3;2;4;ich schaffe meine Aufgaben;2;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.95;14
5156;AH561571;TA06;interview;01.02.2021 09:10;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesugnsvideo schauen
lernen";6;6;0h;5h;4;erst video erledigen, dann so viel wie möglich lernen;2;2;6;4;6;1;1;2;5;2;6;0h;5h 30min;6;1;6;6;6;3;6;so konzentriert wie heute arbeiten;3;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 28;15
5157;XB482288;TA06;interview;01.02.2021 09:10;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesungen , Aufgaben ;6;4;5h;1h 30 min;6;"Vorlesungen anhören und zusammenfassen
Aufgaben Seminar fertigstellen und abgeben
Seminar Kognition ";6;5;2;6;4;6;1;1;1;1;6;5h;1h 30 min;6;1;5;6;6;1;6;keinen;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Aug;10
5158;UR157297;TA06;interview;01.02.2021 09:14;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Seminare anschauen
lernen
Zusammenfassung
Probeklausur";3;6;3h;2h;5;"09.00: Seminartext lesen
10.00 - 11.45: lernen
12.00 - 14.00: Seminar
14.00 - 16.00: Seminar
17.00: lernen & Zusammenfassung";4;4;5;1;6;6;1;6;6;6;2;3h;3h;4;3;6;6;3;3;-1;Relevantes sofort erledigen;4;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.62;0
5159;PY333941;TA06;interview;01.02.2021 09:15;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-letzten vier Vorträge von Fertigungstechnik bearbeiten
-Aufgaben zu Fusion 360 bearbeiten, falls das Programm und die Videos im Gegensatz zu gestern heute funktionieren
-mit Mitstudentin Technik zusammen üben (Konstruktion/ Elektro)
-weiter lernen";5;5;0h;6h;1;"-siehe oben
-einkaufen gehen, Sport machen, spazieren gehen";5;4;1;5;5;1;1;2;1;1;-1;0h;9h;-1;1;5;5;6;1;-1;Weiter so!;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.95;4
5160;BC191415;TA06;interview;01.02.2021 09:16;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;4;1h 30min;7h;4;"Vormittag: EW, Entwp.
Nachmittag: Statistik, Entwp.";5;3;5;5;3;1;1;2;1;1;2;1h 30min;4h;2;5;6;6;2;2;2;Nicht zu stark von anderen Dingen beeinflussen und ablenken lassen;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.99;5
5161;ZM874366;TA;interview;01.02.2021 09:24;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;4;4;1h 30min;2h;4;K;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;11;11;0;0;02. Mai;61
5162;MG848757;TA06;interview;01.02.2021 09:26;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;6;5;0h;5h;2;Erst Allg.psy dann Forschungsmethoden;6;6;4;6;6;1;1;2;1;1;6;0;5h;6;1;6;6;6;4;6;Weiter Lernen;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 45;23
5163;FY246884;TA06;interview;01.02.2021 09:31;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"- Präsenzvorlesung
- Selbststudium -> lernen!";6;6;3h 30min;3h;6;#NAME?;4;3;6;5;5;5;1;2;1;1;6;3h 30min ;3h 30min;6;3;4;4;4;6;5;weiter machen;6;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.73;5
5164;XG496891;TA06;interview;01.02.2021 09:32;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-Spanischseminar
-Kognition
-2 VRLs lernen";6;6;3h;3h;1;;6;6;6;5;6;6;1;1;1;1;6;3h;3h 30 min;6;1;6;6;6;4;6;"-2 VRLs
-Seminar
-Lernen";1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;6;4;Jan 31;48
5165;VR815563;TA;interview;01.02.2021 09:32;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;-9;1h 30min;5h 30min;2;"Statistik Übungsklausur
SoWi- Philosophen durchgehen
Management + Allgemeine Psy. lernen";5;3;5;5;5;4;1;1;2;1;-1;1h 30min;6h;4;1;5;5;5;5;-1;;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;13;12;Jan 35;23
5166;HA634253;TA;interview;01.02.2021 09:32;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2 Vorlesungen angucken
Entwicklungspsychologie lernen
Forschungsmethoden lernen";4;5;0h;6h;5;"10-13 Uhr Entwicklungspsychologie lernen und Vorlesungen anschauen
14-16 Uhr Forschungsmethoden lernen
18-19 Uhr Stoff wiederholen";4;3;4;4;6;1;1;2;2;2;3;0h;6h;3;2;4;3;2;3;5;;2;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 18;13
5167;WR312764;TA;interview;01.02.2021 09:32;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vortrag nochmal durchgehen. Kognitionsseminar, Vortrag halten in Sport.;6;6;3h;3h;4;"Morgens die powerpoint nochmal durchgehen. Im Kopf alles nochmal durchgehen, was ich sagen will. Im Testraum die tools nochmal ausprobieren. 
14:00 Uhr Kognitionsseminar
16:00 Uhr Sporttheorie ";2;1;6;6;6;6;1;1;1;1;6;3h;5h;4;1;6;5;6;6;6;Entspannt lernen! Früh anfangen.;4;6;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.79;2
5168;PV314677;TA;interview;01.02.2021 09:34;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;5;4;1h 30 min;1h;2;-;3;2;6;5;3;2;1;1;4;1;4;1 h;1h;6;6;4;4;4;4;6;.;4;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 19;17
5169;DZ883544;TA;interview;01.02.2021 09:34;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;4;4;2h 30min ;4h;4;#NAME?;4;3;6;4;5;1;1;1;1;1;5;4h;3h;5;2;5;4;3;1;4;Intensiver Vorlesungen erarbeiten;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 35;21
5170;AE814737;TA;interview;01.02.2021 09:39;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Statistik Probe Klausur 
Forschungsmethoden ";5;6;2h ;4h ;4;"Vorlesung: 10-12 
Probe Klausur Statistik: 12:30-14 
Forschung: 16- ";4;2;6;4;5;6;1;4;1;1;5;2h ;03. Mai;5;4;5;5;4;5;5;Konzentration ;5;3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 27;20
5171;GK826951;TA06;interview;01.02.2021 09:39;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;5;0h;5h;6;"- Vorlesung angucken 2h
- Thema lernen 2h
- Zusammenfassung schreiben 1h";5;4;5;5;1;3;1;1;1;1;5;0h;6h;5;5;4;4;5;4;-1;ich möchte mir keinen Vorsatz fassen;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;0.83;2
5172;UL113513;TA06;interview;01.02.2021 09:44;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;6h;4h;5;;5;6;5;4;6;5;1;1;1;1;6;6h;6h;-1;2;5;4;4;5;-1;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;6;6;Jan 37;22
5173;EE558756;TA;interview;01.02.2021 09:46;LP_T22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Lernen 
Vorlesung schauen ";6;5;2h;7h;5;"10:15-11:45 Fragestunde EW
11:45-12:30 Zusammenfassen & Nacharbeiten 
14:00-16:00 Vorlesung Entwpsy
16:00-18:30 lernen ";5;5;5;5;5;4;1;1;1;1;6;2h;7h;6;2;5;5;5;4;-1;-;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 64;42
