CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
5892;XV917984;TA;4;26;05.02.2021 11:05;Lerngruppe 4, Buch, Vorlesung;5;6;3h-4h;3h;1;alles um die Lerngruppe herum;4;4;5;4;5;6;1;2;1;1;5;5h;2h;-1;3;6;6;6;1;6;Lerngruppe 4;1;1;1;4;20;34;1;30;1;7;1;8;1;39801;11;10;24;17;13;22;2;185;1;19;19;0;0;Jan 25;21
5894;KZ379721;TA;4;26;05.02.2021 11:08;Lernen;4;4;1h;4h;4;"Lernen bis 12
seminar bis 13 
lernen bis 16";2;3;6;3;3;3;1;3;1;1;4;1h;2h;4;3;4;3;3;3;5;Lernen ;4;3;1;4;11;9;1;25;1;8;1;1;3;20310;4;12;14;5;4;9;1;109;1;19;19;0;0;Jan 83;54
5895;EK319924;TA;4;26;05.02.2021 11:09;Heute habe ich keine Ziele;6;1;1h;0h;5;14-15uhr Probeklausur ;4;4;3;6;4;5;1;4;1;5;-1;1h;0h;6;6;2;6;6;3;-1;Lernen ;5;5;1;4;2;17;2;22;;14;4;4;3;40493;2;9;9;13;3;13;1;118;1;19;19;0;0;Jan 54;30
5898;XZ767591;TA;4;26;05.02.2021 11:31;KW lernen, Hausarbeit abschicken, Forschungsmethoden anschauen ;4;5;0h;6h;5;"bis 12 Uhr --> KW lernen (30 min), bis 14 Uhr --> Pause (2h), bis 18 Uhr --> KW lernen und Hausarbeit abgeben (4h); bis 21 Uhr --> Pause (3h); bis 00 Uhr --> Forschungsmethoden lernen (90 min)";4;5;5;4;3;1;2;4;2;5;3;0h;4h;3;3;4;4;2;4;3;KW lernen;4;4;1;4;3;30;;116;;7;1;3;2;35706;2;16;12;15;3;21;3;234;1;19;19;0;0;01. Mrz;19
5900;DZ883544;TA;4;26;05.02.2021 11:37;#NAME?;5;5;2h;4h;4;#NAME?;4;3;4;4;5;5;2;2;1;4;5;3h;4h;5;3;4;4;3;3;3;Lernen;1;1;1;1;4;13;1;19;1;5;1;2;2;15716;127;9;12;8;5;14;1;100;1;19;19;0;0;Jan 76;42
5901;LQ366462;TA;4;26;05.02.2021 11:39;Kurs von Fr. Johannes machen;6;4;1h 30min;0h;6;12:45 bis min 14 Uhr Präsenzstudium;4;4;6;6;2;4;1;3;1;3;6;1h 30min;20min;6;1;4;4;5;4;6;nix;5;6;1;5;5;25;;68;;7;2;5;2;18707;2;13;27;16;61;19;1;253;1;19;19;0;0;01. Sep;12
5902;EE558756;TA;4;26;05.02.2021 11:40;Lernen;5;5;0h;3h;5;-;4;4;5;5;1;1;1;2;1;3;1;0h;0h;-1;1;1;1;1;1;1;-;1;1;2;3;4;11;2;13;;6;2;2;1;24278;3;12;15;9;18;14;2;114;1;19;19;0;0;Jan 61;36
5903;ZV438183;TA;4;26;05.02.2021 11:43;lernen, Seminar, Probeklausur;5;5;1;6;5;;3;3;5;4;6;1;1;1;1;1;4;1;6;5;2;3;3;3;4;4;;1;1;1;1;5;20;2;19;;9;4;7;3;43435;3;10;13;9;4;17;3;128;1;19;19;6;6;Jan 27;19
5904;BA355797;TA;4;26;05.02.2021 11:45;"EW Probeklausur
EW lernen
Seminar lernen ";4;6;30min;3h;4;"13:00 Uhr - EW lernen
14:00 Uhr - Probeklausur 
17:00 Uhr  - Seminar lernen ";3;3;6;4;6;2;2;3;1;1;6;10min;3h;5;2;5;5;5;4;4;Seminar fertig Durcharbeiten;5;4;1;5;8;85;;57;2;10;1;5;2;37358;7;11;21;17;4;48;2;280;1;19;19;0;0;0.99;9
5905;KN387826;TA;4;26;05.02.2021 11:49;"Seminar Entw. Psy. 
Vorlesung Management
Lernen Statistik";5;5;3h;3h;6;"Seminar Entw. Psy. 1,5h
15 Min Pause
Vorlesung Management 1,5h
30 Min Pause
Lernen Statistik 3h ";5;5;5;6;;;;;;;;;;;;;;;;;;;;;;3;67;7;47;;15;;5;3;;;;;;;;;147;0;11;11;0;0;0.74;1
5906;EC159212;TA;4;26;05.02.2021 11:51;#NAME?;6;4;0min;5h;3;#NAME?;3;3;6;4;5;1;1;5;1;1;5;0min;4h;4;2;4;4;4;4;5;Lernen;5;5;1;5;2;12;;189;3;7;2;4;4;40910;2;23;15;18;5;31;5;322;1;19;19;0;0;01. Aug;11
5907;RA581334;TA;4;26;05.02.2021 11:55;arbeiten, seminar, lernen ;4;5;1h 30 min ;3h ;4;"12-14 Uhr Seminar 
14-16 Uhr Lernen ";4;4;5;4;;;;;;;;;;;;;;;;;;;;;;7;19;;54;2;7;1;4;4;;;;;;;;;98;0;11;11;0;0;01. Nov;11
5908;ME637726;TA;4;26;05.02.2021 11:55;Karteikarten ;6;6;0;4h;5;Wenn passt;5;4;6;5;5;4;1;2;3;4;3;1h;1h;6;4;4;5;4;4;-1;;4;5;1;5;2;8;1;13;;7;;2;1;42061;2;10;11;18;3;12;1;91;1;19;19;3;3;02. Feb;58
5910;VY624531;TA;4;26;05.02.2021 12:05;#NAME?;5;4;0h0min;3h;4;"Aufgabe (1h)
Vorlesungen (2h)";4;4;4;5;5;1;1;4;2;3;5;0h0min;3h;5;4;5;5;4;5;-1;Handy weglegen!;4;4;1;5;3;69;;26;3;4;1;2;2;28479;2;9;10;11;2;34;1;179;1;19;19;0;0;Jan 61;35
5914;LE844374;TA;4;26;05.02.2021 12:09;Grundbegriffe der EW & Einführung EW lernen .;6;3;1h45min;4h;6;"12:45-14:00 Seminar EP 
14 Uhr Probeklausur Einführung EW
15 Uhr - 16 Uhr Grundbegriffe lernen
17:00 – 18 Uhr Grundbegriffe & Definitionen EW
20- 22 lernen ";6;6;6;6;4;2;1;1;1;1;4;1h;4;5;5;5;3;3;5;4;Früher aufstehen und anfangen zu lernen;5;5;1;5;2;46;;566;;8;;7;4;20735;3;15;20;22;3;32;2;215;1;19;19;0;0;0.97;7
5915;FL283383;TA;4;26;05.02.2021 12:10;#NAME?;6;5;1h;2h;4;"-11:00 Uhr Spezielle Aspekte der Entwicklungspsychologie live
-13:00 Uhr Entwicklungspsychologie lernen";4;3;5;5;5;3;1;1;1;1;3;1h;30min;3;4;5;5;4;2;4;Motivation ;3;3;1;3;2;34;2;54;2;7;2;3;2;35131;1;6;13;16;3;20;1;168;1;19;19;0;0;Jan 51;26
5917;BF819292;TA;4;26;05.02.2021 12:14;Prüfungsvorbereitung, Vorlesungsvideos durcharbeiten ;6;6;0h;5h;6;2h Prüfungsvorbereitung, 30min Pause, 1h30min Vorlesungsvideos durcharbeiten, 30min Pause, 1h30min Vorlesungsvideos durcharbeiten ;4;4;5;6;4;1;1;1;1;1;6;0h;5h;6;3;6;5;6;5;6;Prüfungsvorbereitung, Vorlesungsvideos durcharbeiten;6;5;1;6;3;28;3;104;;12;2;4;7;44334;4;18;17;14;5;51;3;275;1;19;19;0;0;0.87;3
5918;ZR769966;TA;4;26;05.02.2021 12:15;"Lernen
Vorlesungen 
Seminare";4;5;2h;4h;4;"Erst Seminare 
Dann Vorlesung 
Dann lernen ";4;3;4;4;;;;;;;;;;;;;;;;;;;;;;40;16;;177;1;7;1;3;3;5080;;;;;;;;211;0;12;12;0;0;Jan 22;21
5920;TN749971;TA;4;26;05.02.2021 12:25;Vortrag über die Bühne bringen ;4;5;1h30m;1h;4;;3;1;4;4;1;6;1;1;1;1;6;1h20m;0h;-1;3;4;6;3;2;6;Frei;1;1;1;2;2;25;;48;2;9;1;5;2;29260;2;9;12;12;8;33;1;171;1;19;19;3;3;Jan 33;18
5921;PV314677;TA;4;26;05.02.2021 12:30;Lernen ;5;4;0;2;4;Statistik lernen ;3;3;5;5;;;;;;;;;;;;;;;;;;;;;;3;8;;19;1;8;1;3;1;3;;;;;;;;44;0;11;12;0;0;2;56
5924;NV651396;TA;4;26;05.02.2021 12:34;2 Vorlesungen plus Lernen;5;3;0h;2h;5;nachmittags und spät abends nochmal beenden;5;5;4;5;3;1;1;3;1;4;4;0h;1h15;4;5;3;4;2;3;4;bis zur Bundesliga fertig werden, danach wird es sowieso nichts mehr;4;5;1;6;2;19;;23;;5;;3;1;31967;2;9;14;16;5;47;2;148;1;19;19;0;0;Jan 53;28
5925;CF824211;TA;4;26;05.02.2021 12:37;Vorlesung Vertragsrecht, Entwicklungspsychologie Lernplan Ende ;4;4;2;1;4;konzentriert sein ;3;3;6;4;;;;;;;;;;;;;;;;;;;;;;2;23;1;10;2;5;2;1;1;;;;;;;;;47;0;11;11;0;0;Jan 94;64
5929;AP844344;TA;4;26;05.02.2021 12:51;lernen;4;5;0h;3h;4;"heute Nachmittag Unetrlagen anschauen und lernen
";5;4;3;5;2;3;1;5;6;3;2;1h;1h;4;6;4;2;3;4;4;lernen und entspannen;5;2;1;4;6;7;;24;2;7;;4;3;11981;3;20;14;21;5;31;2;149;1;19;19;0;0;Jan 22;19
5930;WC754144;TA;4;26;05.02.2021 12:54;"1. Workout
2. Staubsaugen
3. Practice statistics
4. Nawi ";5;5;0h 00 min;3h 00 min;3;14.00 - 17.15 practice statistics // 17.30 - 18.15 Nawi;4;5;3;5;;;;;;;;;;;;;;;;;;;;;;23;68;2;419;2;15;7;14;2;;;;;;;;;164;0;11;11;0;0;0.59;3
5934;YW953985;TA;4;26;05.02.2021 13:01;Lernen;6;6;0min;6h;3;Ich werde mich hauptsächlich auf Einführung in die EW konzentrieren ;4;4;6;4;4;1;1;4;1;3;5;0min ;3h;5;4;4;4;5;3;3;Viel Lernen ;4;4;1;5;2;13;2;40;1;8;1;5;1;46374;5;16;23;21;3;25;1;167;1;19;19;0;0;Jan 49;28
5936;VX588246;TA;4;26;05.02.2021 13:04;Arbeitsblätter ;6;2;0h0min;2h0min;6;Arbeitsblätter ca. 2h;3;2;5;5;1;1;1;1;1;1;6;0h0min;2homin;6;1;5;6;6;5;6;Lernen;5;5;1;5;1;10;2;23;;9;1;4;2;14477;3;10;11;13;3;19;2;113;1;19;19;0;0;Jan 68;35
5937;YA272536;TA;4;26;05.02.2021 13:11;Statistik beenden;4;5;0h;5h;1;;2;4;6;3;;;;;;;;;;;;;;;;;;;;;;6;15;;23;1;8;5;6;2;;;;;;;;;66;0;11;11;9;8;Jan 29;24
5939;ME363698;TA;4;26;05.02.2021 13:19;"VL vertragsrecht
Management audios aufnehmen
Management Kapitel 7 bis 12 durchgehen
Allgemeinpsychologie 2 Kapitel durcharbeiten";5;4;0h;4h 30min;2;Chronologisch ;4;5;6;5;4;1;1;2;2;3;4;0h;2h 30min;3;4;4;4;4;3;4;"Mathe Ab 10 lösen und verstehen
Management audios anhören 
Management Kapitel 6 ordentlich durchgehen
Die restliche allgemeinpsychologie Kapitel durchgehen";3;3;1;3;3;61;;30;1;7;1;7;2;41136;2;14;32;18;4;119;2;303;1;19;19;0;0;Jan 17;15
5940;YR389785;TA;4;26;05.02.2021 13:20;Wilkens und Lüders;4;4;0;4h;4;"Notizen sortieren und Lernkarten schreiben
anforderungen wiederholen";4;4;4;2;4;3;1;3;1;1;3;0;2h;2;2;2;2;2;2;2;Wilkens Anforderungen ;3;3;1;3;3;13;1;40;2;4;1;3;2;40762;3;14;13;7;4;20;2;132;1;19;19;0;0;Jan 56;28
5942;VW467739;TA;4;26;05.02.2021 13:29;#NAME?;6;4;1 30;4;6;"1. Vorlesung fertig + Zusammenfassung
2. Wiederholen";6;6;6;6;5;1;1;1;1;2;6;1 30;4 30;6;6;6;6;6;6;6;;6;6;1;6;3;17;;254;;4;;26;2;23063;2;10;20;10;4;19;;349;0;18;18;3;3;Jan 32;23
5943;GA326557;TA;4;26;05.02.2021 13:31;Motivation;4;4;2h;4h;5;"1. Tutorium Statistik
2. Psychologie Seminar
3. KW lernen";4;4;6;4;4;3;1;1;1;2;4;2h;3h;4;2;4;4;4;3;4;Motivation ;2;4;1;5;3;10;1;53;;5;1;3;2;42855;5;10;14;17;8;22;3;157;1;19;19;0;0;Jan 39;23
5947;CV988215;TA;4;26;05.02.2021 13:55;Lernen;4;5; 0 h ;2h ;4;20 Uhr bis 22 Uhr lernen ;4;4;5;4;;;;;;;;;;;;;;;;;;;;;;2;15;;41;2;7;3;4;5;;;;;;;;;79;0;11;11;0;0;Jan 15;12
5950;FF171956;TA;4;26;05.02.2021 14:03;Auswendig lernen meiner Lernzetter;5;4;0;4;4;"von 15-19 Uhr auswendig lernen meiner Lernzettel
";3;2;3;4;4;1;1;1;3;3;6;0;4h;5;2;4;4;4;3;5;Auswendig lernen meiner Lernzettel;1;1;1;1;3;29;;33;2;8;1;10;5;27004;2;16;14;11;6;36;1;177;1;19;19;0;0;Jan 21;14
5952;DA554611;TA;4;26;05.02.2021 14:12;Probeklausur & lernen;5;4;0h;4h 30min;2;"14-14:30 Probeklausur
lernen";4;4;6;6;3;2;1;1;1;2;5;0h;4:30h;6;3;5;4;4;1;-1;;2;2;1;2;4;25;;649;2;7;2;5;4;29439;4;11;17;26;3;13;35;176;1;19;19;3;3;01. Mrz;12
5954;WN633269;TA;4;26;05.02.2021 14:29;Vorlesungen und Probeklausuren;5;5;30 min;4h;5;;5;4;2;5;4;2;1;3;1;2;5;30 Minuten ;3h;-1;2;5;5;5;4;-1;;5;5;1;5;3;16;1;16;;4;;3;3;40578;3;18;14;21;14;12;2;130;1;19;19;6;6;Jan 46;27
5964;KV214531;TA;4;27;06.02.2021 07:18;"1. EW 7. Vorlesung lernen 
2. EW: 10: zusammenfassen und lernen 
3. E- Psycho: Problemlösen lernen 
4. GB: Brezinka lernen ";3;6;0;7-9 h;4;"-> 8:30: EW 7. Vorlesung lernen
-> 9 :30 E- Psycho: Problemlösen lernen 
 -> 11: GB: Brezinka lernen
-> 12: evtl. 8. EW lernen


EW: 10: zusammenfassen und lernen ";5;3;1;5;;;;;;;;;;;;;;;;;;;;;;3;273;;184;7;8;;4;12;;;;;;;;;249;0;11;11;0;0;0.56;0
5965;NB497633;TA;4;27;06.02.2021 07:26;"-Statistiktutorium „Fragestunde“ nacharbeiten
-Statistikaufgabe von Mail Tom nacharbeiten
-Allgemeine Psychologie Klausurvorbereitung Audio anhören
-Einführung in die EW letzte Vorlesung anhören & Sophia schreiben wie ich das verstanden habe
- Forschungsmtehoden lernen
EW lernen";6;6;0h;6h;6;"- 7:35-8:35Uhr Forschungsmethoden lernen und wiederholen
- 10:30-11:30Uhr EW lernen
-11:45-12:45Uhr EW Vorlesung nacharbeiten und Sophia schreiben
- 14:00-15:00Uhr Allgemeine Psychologie
-16:00-17:00Uhr Allgemeine Psychologie
- 18:00-19:00Uhr Forschungsmethoden wiederholen 
";6;6;6;6;6;1;1;3;1;1;6;0h;5h 50min;5;1;6;6;5;6;6;"- Allgemeine Pssychologie Audio anhören und ergänzen (1h 45min)
- Allgemeine Psychologie lernen (Wahrnehmung)
-Texte EW wiederholen (1h)
- EW wiederholen (1h)
-Forschungsmethoden Experimentelle Design lernen + Wiederholung (1h15min + 45min)
-1h Statistik üben";6;5;1;5;9;45;2;189;;6;;3;3;53499;4;10;57;12;12;148;1;501;1;19;19;0;0;0.92;9
5968;AA223798;TA;4;27;06.02.2021 08:25;Lernen;6;6;0h;5-6 h;1;Ich habe keinen Plan;5;5;2;6;6;1;1;1;3;2;6;0h;5h ;-1;2;6;5;5;1;5;konzentriert Lernen;2;2;1;3;3;9;6;44;2;8;;8;4;32319;4;17;29;23;5;55;3;220;1;19;19;0;0;0.96;10
5969;SW218242;TA;4;27;06.02.2021 08:30;Für Klausuren lernen;5;4;0h;4h;2;Genug trinken und kurze Pausen einlegen;4;4;4;5;5;1;1;3;1;3;6;0h;4h;6;2;5;5;6;5;6;Für Klausuren lernen;2;2;1;2;2;16;;31;2;12;1;4;2;33188;2;9;15;11;3;24;1;135;1;19;19;0;0;Jan 53;28
5972;EL742586;TA;4;27;06.02.2021 08:35;"LitWi Karteikarten lernen
Entw.psy lernen";5;6;0;8h;3;"LitWi (5h)
Entpsy (3h)";5;4;5;5;4;1;1;2;1;1;5;0;6h;6;3;5;4;4;4;5;In dem Umfang zu lernen, dass ich selbst zufrieden bin.;2;1;1;3;2;45;3;46;3;12;;4;4;43848;3;14;41;22;27;56;2;284;1;19;19;0;0;0.81;2
5975;YC186467;TA;4;27;06.02.2021 08:51;#NAME?;6;6;0h;10;6;"- KW lernen - 13:00
-lesen- 15:00
-arbeiten D&A- 16:00Uhr ";4;4;5;5;3;1;1;6;4;1;2;0h;2h;1;6;2;2;1;1;1;KAs!!!;2;1;1;4;2;37;2;58;;7;1;3;2;36159;1;11;11;13;8;27;1;184;1;19;19;0;0;Jan 44;24
5977;XK292543;TA;4;27;06.02.2021 09:03;"Ew letzte Vorlesung lernen
Ew wiederholen am besten komplett";5;5;0h;5h;6;"erst vorlesung lernen
danach nachmittags alles wiederholen
speziell abends nochmal die letzte Vorlesung wiederholen";4;4;6;5;4;1;2;3;1;1;4;0h;4h;4;2;5;4;4;3;4;"Ew rest wiederholen
Skripte lesen
vlt allgemeinpsycho lernen/wiederholen oder mit wiederholung forschungsmethoden anfangen";3;2;1;3;2;28;1;59;;7;2;3;3;41859;2;104;91;100;13;173;1;499;1;19;19;0;0;0.98;12
5978;BA355797;TA;4;27;06.02.2021 09:05;EW Seminar lernen;4;5;0h;3h;5;"08:30 Uhr - lernen EW Seminar
10:00 Uhr - lernen EW Seminar
12:00 Uhr - lernen EW Seminar ";5;5;4;5;5;1;1;4;1;1;6;0h;3h;6;3;5;5;5;4;6;Karteikarten vervollständigen ;4;4;1;6;3;19;;71;;12;;9;3;59755;4;14;17;16;4;32;3;207;1;19;19;0;0;0.99;6
5982;XN198271;TA;4;27;06.02.2021 09:07;"(gestern wurden alle studienrelevanten Ziele erreicht --> erst nach 2 uhr fertig)
Heute: Lernen und Klebezettel";5;5;0h;6h;5;"Vormittag: Klebezettel schreiben 
Mittag: Einführung in die Ew
Nachmittag: Glossar Forschungsmethoden
Abend: Pause";5;5;5;5;4;1;1;4;1;1;4;0h;5h;5;4;4;4;3;5;4;Klebezettel beschriften ;4;4;1;5;3;68;3;91;;10;;3;10601;;42;42572;83;112;25;88;3;509;1;19;19;0;0;0.47;1
5985;TC332594;TA;4;27;06.02.2021 09:14;Lernen;6;4;0h;4h;3;10 Uhr - Lernen;4;4;4;5;1;1;1;6;1;1;1;0h;0h;1;5;1;1;4;1;2;Lernen;5;3;2;6;2;7;;15;0;5;1;3;2;44599;3;6;10;14;6;18;1;93;1;19;19;0;0;Jan 89;78
5987;KZ379721;TA;4;27;06.02.2021 09:20;"Lernen Wilkens und Lüders
";4;3;0h;4h;4;"12 Bib bis 15 Uhr
Einkaufen";3;3;6;3;4;1;1;1;1;1;4;0h;3h;4;3;4;3;3;4;5;lernen;2;2;1;2;2;19;11;47;1;7;1;2;2;37241;2;6;11;5;3;10;1;121;1;19;19;0;0;01. Aug;46
5988;PK497634;TA;4;27;06.02.2021 09:25;EW wiederholen und Forschungsmethoden lernen;5;6;0h;5h;5;Morgens EW wiederholen, danach Forschungsmethoden;5;2;6;5;6;1;1;1;1;3;5;0h;6h;5;2;5;5;4;4;5;Lernen;5;5;1;5;3;16;1;23;;4;;2;2;43684;2;7;16;11;3;11;2;103;1;19;19;0;0;Jan 81;41
5989;VN755488;TA;4;27;06.02.2021 09:26;Konzentriert lernen, Aufgaben für Kognition abgeben, Probeklausur für Forschungsmethoden machen;5;6;0min;3h 30min;5;"10:30 Uhr: 1h lernen
15 Uhr: 1h lernen
16:30 Uhr: Probeklausur Forschungsmethoden
19 Uhr: Aufgaben Kognition
21 Uhr: 1h lernen";5;5;5;4;5;1;1;3;2;1;6;0min;4h;5;2;6;5;5;4;5;Konzentriert lernen, Übungsaufgaben für Statistik machen;6;5;1;5;5;66;2;114;;6;;4;15;43152;2;12;21;14;3;40;1;305;1;19;19;0;0;01. Aug;13
5990;PY378998;TA;4;27;06.02.2021 09:33;"1) Statistik für die Klausur vorbereiten 
2) Neue Aufgaben rechnen ";4;6;0h;4h;5;"1) Mit Martina Themen anschauen 2h 
2) Rechnen circa 2h";5;6;2;5;6;1;1;3;1;3;6;0h;5h;6;1;5;6;6;4;6;1) Statistik Vorbereitung fortsetzen ;3;6;1;6;4;47;;41;;8;;2;3;39706;2;13;21;10;2;63;1;217;1;19;19;0;0;Jan 35;24
