CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1647;PK497634;TA;1;1;11.01.2021 10:32;#NAME?;5;3;1h 30min;1h;5;"10.30 Uhr- 11 Uhr Studie Lernplaner
13.00 Uhr- 15 Uhr Fahrt nach Erfurt
15.30 Uhr- 17.00 Uhr Vorlesung Einführung in die erziehungswissenschaftlichen Forschungsmethoden
17.15 Uhr- 18.15 Uhr Text und Aufgaben Einführung in die EW bearbeiten";5;5;2;4;2;1;1;4;1;4;4;0h;1h;4;3;3;5;3;4;4;"Vorlesungen anschauen
Aufzeichnungen machen 
Für die Klausur Grundbegriffe der EW lernen";4;6;2;5;12;349;34;196;;18;;4;14;19253;3;20;29;30;31;66;3;459;1;19;19;0;0;0.48;0
1649;ZM874366;TA;1;1;11.01.2021 10:34;"Seminar EW Wilkens Text lesen
Seminar EW 14-16 Uhr teilnehmen
Lernkarten FOMETH fertigstellen";6;4;1h 30min;2h ;5;bis abends alles geschafft;4;3;2;6;2;2;1;1;6;1;6;1h 20min;2 h;6;2;4;4;5;2;6;keinen;2;4;1;1;20;101;;149;;19;8;9;21;20890;4;30;35;41;30;48;3;483;1;19;19;0;0;0.42;0
1650;YR389785;TA;1;1;11.01.2021 10:38;#NAME?;4;4;3h;2h 30min;5;Ich habe überlegt heute in die Bib zu gehen um mich dort besser zu konzentrieren. Ich möchte mich in den Seminaren zu Wort melden können, um zu zeigen, dass ich die texte verstanden habe.;4;4;2;4;6;1;1;4;1;3;6;3h;2h;3;4;2;1;2;4;-1;An meine vorlesungen halten;3;2;1;2;4;41;20;96;;11;2;8;13;22443;3;19;25;27;30;47;3;331;1;19;19;0;0;0.62;0
1653;TC332594;TA;1;1;11.01.2021 10:44;"Ich habe um 12 Uhr eine Vorlesung für Grundbegriffe der EW, wofür wir vorbereitend einen Text lesen und Fragen beantworten mussten. Meine Notizen hierfür will ich mir gegen halb 12 erneut anschauen, damit ich für die Sitzung vorbereitet bin.
Außerdem möchte ich zwei Vorlesungen von letzter Woche anschauen und mir dazu Notizen machen, da ich dies zeitlich bis jetzt noch nicht geschafft habe.";6;4;1h 30min;4h;5;"11:30 Uhr - Durchgehen der Notizen für die Vorlesung um 12:15 Uhr.
12:15 Uhr - Grundbegriffe der EW.
bis 15 Uhr - Pause fürs Mittagessen.
15 Uhr - 1. Vorlesung von letzter Woche anschauen und Notizen machen.
17 Uhr - 2. Vorlesung von letzter Woche anschauen und Notizen machen.";6;5;2;5;3;2;1;4;3;1;4;1h 30min;2h 30 min;4;4;3;4;3;3;4;Die Vorlesung nachholen, die ich heute nicht mehr gemacht habe und dazu zwei weitere Vorlesungen anschauen.;4;5;1;5;13;159;;296;;32;;11;25;37930;4;58;45;51;35;72;4;783;1;19;19;0;0;0.33;0
1655;VN755488;TA;1;1;11.01.2021 10:53;30 Minuten Allgemeinpsychologie lernen, 30 Minuten Forschungsmethoden lernen;5;3;1h 30min;1h;2;"12 Uhr: Text als Vorbereitung fürs Seminar lesen
14 Uhr: Seminar
18 Uhr: 1 Stunde lernen";3;4;5;4;3;2;1;2;1;2;6;1h 30min;1h;6;1;3;5;5;3;4;Genauso wie heute Lernziel erreichen, auch fall ich keine/ wenig Motivation haben sollte;6;4;1;6;6;81;;127;22;25;5;8;25;29244;9;19;31;32;46;105;4;503;1;19;19;0;0;0.4;0
1656;AS379672;TA;1;1;11.01.2021 10:54;"- 10 Lernkarten schreiben 
- Vorlesungen machen ";6;3;0;4h ;6;#NAME?;4;5;2;6;6;1;1;2;1;2;6;0;"6h
";6;2;6;6;6;5;6;weitere Lernkarten schreiben ;3;6;1;6;6;65;;97;;21;6;10;8;18900;44;32;46;26;43;45;;408;0;18;18;0;0;0.42;0
1661;TB885956;TA;1;1;11.01.2021 11:17;"- Zusammenfassung für die Vorlesung ""Grundbegriffe der Erziehungswissenschaften"" erstellen
- Text zur Vorbereitung für das morgige Seminar lesen
";5;5;findet heute nicht statt = 0 Stunden ;5 Stunden ;4;"Reihenfolge der Wichtigkeit:
1. Text fürs Seminar lesen
2. Zusammenfassung erstellen

Zwei Stunden durch arbeiten, anschließend eine längere Pause zum spazieren. Anschließen jeweils immer eine Stunde arbeiten und eine kurze Pause einlegen.
";5;5;2;5;6;1;4;1;1;2;4;0h;3h 30 min;4;5;5;4;3;4;4;Zügiger Arbeiten, um schneller und Zielgerechter voran zu kommen.;4;6;1;5;10;117;8;264;29;20;;14;20;28653;11;29;287;118;174;56;3;581;1;19;19;0;0;0.28;0
1663;ZV438183;TA;1;1;11.01.2021 11:29;"Statistik üben
heutige Vorlesungen durcharbeiten
Grundbegriffe der EW bearbeiten";6;4;3 h;3 h;4;"Statistik üben
Grundbegriffe der EW (10-12)
Mittagspause
Entwicklungspsychologie der Kindheit anschauen
Tutorium Statistik (16-18)";6;4;1;6;5;2;1;1;1;1;6;3 h;4 h;6;1;4;6;6;;;;;;;;5;78;;123;12;16;;7;16;29889;5;29;32;39;;;;352;0;16;16;0;0;0.45;0
1667;VY624531;TA;1;1;11.01.2021 11:35;"1.Vorlesung Statistik nachholen (höchste Priorität)
2.Seminar besuchen (online) 
3.beginnen für einen Vortrag (online)";5;4;1h 45min;2h - 4h;4;Handy weglegen und vorher eine große ausgewogene Mahlzeit zu mir nehmen. ;4;3;4;4;5;4;1;3;1;1;4;1h45min;2h30min;5;2;4;4;4;4;-1;Konzentrierter arbeiten.;4;3;1;5;4;148;;136;38;15;5;19;75;24843;43;24;41;30;95;70;2;509;1;19;19;0;0;0.39;0
1668;WC754144;TA;1;1;11.01.2021 11:45;"1. Ich schreibe mir die Klausurtermine für dieses Semester übersichtlich auf und teile Themen schon mal grob zum Lernen auf
2. Einmal Vortrag durchüben
3. BigBlueButton kennenlernen für Präsi";6;3;2h 30 min;1h;5;"10:50-11:45 Klausurtermine + grobe Planung
11:55 - ?      Lernplaner ausfüllen
- - - Mittagspause - - -
13:00 - 14:00 Vorarbeit Seminar Kognitionen
14:15 - 15:45 Semkinar Kognitionen
- - - Pause - - -
17:30 - 17:45 Vortrag üben
18:00 - 19:00 bbb Meeting mit Gruppe, um bbb besser kennenzulernen
- - - kleine Pause - - -
19:15 - ?        Lernplaner ausfüllen";6;3;2;6;6;4;1;2;1;2;6;2h 30 min;2h 30 min;5;1;6;5;6;4;-1;Ich werde meinen Vortrag gelassen & selbstbewusst halten.;6;6;1;5;11;260;12;589;;46;;8;63;29362;23;65;181;85;57;137;7;524;1;19;19;0;0;0.19;0
1671;VX588246;TA;1;1;11.01.2021 11:52;"Beendung einer Referatsvorbereitung 
Seminar nachbereiten 
Studie lesen ";6;3;1h 30min;3h 30min ;6;"12-14 Uhr Referatsvorbereitung 
14-16 Uhr Seminar 
16-17:30 Nachbereitung/Studie ";5;4;2;6;3;3;1;1;1;1;5;1h 30min;2h 45min ;4;1;4;4;5;3;5;Mir nicht zu viel vorzunehmen und konzentriert und stetig an meinen Aufgaben zu arbeiten. ;4;5;1;5;8;78;;170;;24;;12;20;16156;8;22;1078;35;30;109;6;523;1;19;19;0;0;0.33;0
1672;LQ366462;TA;1;1;11.01.2021 11:56;"Entwicklungspsychologie von dieser Woche machen, Kurs ""Einführung in die Allgemeine Sonderpädagogik"" von dieser Woche machen, ESE für heute machen";5;5;ca. 2h;ca. 4h bis 5h;5;zunächst werde ich Entwicklungspsychologie machen, wenn das länger als bis 16 Uhr geht mach ich danach ESE, ansonsten mach ich nach Entwicklungspsycho Allg. Sop. Sollte ich Allg. Sop. nicht vor 16 uhr schaffen werde ich sie einfach nach 18 Uhr (also nach ESE) machen;4;5;4;5;6;1;2;1;1;3;4;0h weil nicht stattgefunden;6h bis 7h;4;4;6;5;4;4;4;mehr Zeit für manche Kurse einplanen;5;5;1;5;9;124;15;229;;19;6;11;20;22395;9;35;82;40;66;80;6;662;1;19;19;0;0;0.3;0
1673;GA326557;TA;1;1;11.01.2021 11:57;#NAME?;5;3;2h 30min;3h 30min;4;"- Webex Meeting Tutorium Kommunikationswissenschaft: 10Uhr - 12Uhr
- Vorlesung in Psychologie (Kindheit der Psychologie) anhören und zusammenfassen: 14Uhr - 16.30Uhr
- Webex Meeting Vorlesung Kommunikationswissenschaft: 18Uhr - 18:30Uhr
- Vorlesung Kommunikationswissenschaft anhören: ca. 20Uhr - 21Uhr";3;3;5;4;5;2;1;2;1;2;5;2h 15min;4h;5;1;4;4;4;4;5;konzentrierter arbeiten!;4;5;1;5;10;197;;373;29;30;6;13;48;30935;9;50;109;62;58;72;5;677;1;19;19;0;0;0.25;0
1675;WR312764;TA;1;1;11.01.2021 12:08;#NAME?;6;3;3 h;30 min;6;"Habe den Text für das Seminar gestern schon vorbereitet daher muss ich das heute davor nicht noch machen. 
Generell hab ich gestern viel für die Uni gemacht,  daher mache ich heute nur die online-meetings und kurze Nachbereitung bei Sport.";3;4;2;6;2;5;1;1;1;1;6;3h;30min;6;1;6;5;6;6;-1;Statistik nicht aufschieben!;2;5;1;4;12;508;;1514;;46;8;13;28;28942;4;52;50;117;74;95;3;394;1;19;19;0;0;0.27;0
1677;HV926523;TA;1;1;11.01.2021 12:16;"-> Nacharbeiten der Vorlesung Entwicklungspsychologie
-> Vorarbeiten für Sprachkurs GLP
-> Blogeintrag schreiben für Sprachkurs GLP
";6;5;2h;4h;4;"1. Vorlesung nacharbeiten, dabei Notizen machen (1h)
2. Blogeintrag schreiben (Thema heraussuchen, Informationen sammeln, Outlining schreiben, korrigieren) (2h)
3. GLP im Buch bis auf 3 Seiten vorarbeiten (1h)

-> ohne Puffer dazwischen, alles andere kann danach erledigt werden";5;5;3;6;5;2;2;2;1;1;5;2h;4h;6;3;6;5;6;3;5;;5;5;1;6;6;746;5;186;20;10;;5;28;15729;2;11;20;15;4;156;1;457;1;19;19;3;3;0.79;9
1678;ZR769966;TA;1;1;11.01.2021 12:24;Vorlesungen und Tutorien schauen;5;2;1h 30min;1h 30min ;5;;3;3;3;5;2;1;2;3;1;2;5;1h30;1h30;5;4;3;2;4;3;5;Vorlesungen schauen;3;3;1;4;10;35;12;130;;101;5;27;21;16648;19;31;73;47;42;51;5;449;1;19;19;3;3;0.33;0
1681;GF886775;TA;1;1;11.01.2021 12:34;"Interpretation creep
statistik
Entwicklung
";6;4;0;3-4h;4;"interpretation+ aufnahme 1h
entwicklung 1-2h
statistik 1h
";4;3;2;5;4;1;1;2;1;1;5;0;2;2;1;5;5;6;4;-1;"Interpretation aufnehmen
statistik
aufgaben entwicklung seminar";6;4;1;3;5;103;10;127;12;16;4;8;17;13544;5;20;36;41;25;79;3;487;1;19;19;0;0;0.44;0
1682;MD787544;TA;1;1;11.01.2021 12:37;"an Vorlesungen und Seminaren teilnehmen & nachbearbeiten
erste Klausurvorbereitungen in Form von Fragen formulieren
Aufgaben für Tutorien erledigen";5;3;2;3;4;"13-13:45 Uhr Tutoriumsaufgaben
14-16 Uhr Seminar 
17-18 Uhr Vorlesung 
18/18:30-19:30Uhr Klausurvorbereitungen";4;5;4;5;5;4;1;5;1;5;5;2;3;5;2;5;5;6;1;-1;Konzentriert arbeiten und Klausurvorbereitungen intensivieren;5;5;1;6;4;90;;237;23;24;8;17;38;11982;4;17;23;28;25;65;3;550;1;19;19;0;0;0.45;0
1683;TP544386;TA;1;1;11.01.2021 12:38;Seminar vorbereiten, Seminar (10-12 Uhr), Seminar nachbereiten;6;4;1h 30min;3h 30min;5;zwei Stunden vorbereiten, anderthalb Stunden nachbereiten;5;5;2;5;4;4;1;2;1;2;6;1h 30min;3h 30min;6;1;5;5;5;5;-1;Alle studienrelevanten Ziele erreichen;5;5;1;5;34;588;;281;;50;;22;48;17316;21;133;128;151;288;423;;442;0;18;18;0;0;0.11;0
1684;HA634253;TA;1;1;11.01.2021 12:45;"-2 Vorlesungen anschauen und nacharbeiten
-Entwicklungspsychologie beginnen zu lernen (mindestens 1,5 h)
";5;3;1h30min;3h30min;5;Ich habe mir bei meinem Zeitplan die Vorlesungen  an den Anfang gesetzt, da ich für diese viel Motivation brauche um sie ordentlich nachzuarbeiten. Das Lernen für die Klausur habe ich am Ende meines Tages geplant, da dieses für mich entspannter ist. Ich habe mir weniger vorgenommen und viele Pausen eingeplant, da ich nur so motiviert bleibe.;4;2;6;5;4;3;1;4;2;2;5;1h30min;4h;5;3;5;3;6;3;-1;Weniger Ablenkung;5;5;1;5;8;76;;230;;12;4;8;19;17644;5;36;35;27;68;67;3;521;1;19;19;0;0;0.45;0
1685;VZ398246;TA;1;1;11.01.2021 12:56;#NAME?;3;5;3 h;2 1/2;5;#NAME?;2;3;5;4;3;2;2;5;1;1;2;1h 30 min;1 h;2;5;3;2;3;2;-1;früh aufstehen, konzentriert arbeiten;3;4;1;5;36;115;31;139;;19;109;34;26;38501;100;34;43;25;27;52;3;474;1;19;19;0;0;0.31;0
1686;XZ767591;TA;1;1;11.01.2021 12:59;"> an meiner Hausarbeit weiterschreiben
> Unterlagen als Prüfungsvorbereitung sortieren
> Vorlesungen anschauen";5;2;4h;3h;4;"> bis 16.00 Uhr --> Hausarbeit weiterschreiben (2h)
> bis 20.00 Uhr --> Vorlesungen (4h)
> bis 00.00 Uhr --> erste Prüfungsvorbereitungen (1h)";4;4;3;4;4;3;2;4;1;4;4;3h;3h;4;3;4;5;4;4;4;noch etwas mehr machen als heute.;5;4;1;4;13;306;16;269;22;30;8;18;53;39472;10;58;63;56;46;121;7;737;1;19;19;0;0;0.21;0
1688;BF819292;TA;1;1;11.01.2021 13:03;"-für die Prüfung am Freitag lernen
-2 Vorlesungen anschauen";6;4;2h 30min;3h;4;"Vormittags: 1 h Prüfungsvorbereitung, 15 min Pause und noch 1h Prüfungsvorbereitung
Nachmittags: 1h 30 min Online Vorlesung anschauen ( 2 Vorlesungen), 1h Pause, 1h 30 min Aufgaben für Seminar am Mittwoch erledigen";5;4;2;4;4;4;1;1;1;1;4;2h;3h 10 min;4;3;6;4;4;4;3;"Prüfungsvorbereitung 3 h
eine Vorlesung anschauen
";4;5;1;6;27;74;;402;32;24;;14;144;10954;6;42;51;45;133;89;7;418;1;19;19;0;0;0.26;0
1690;YE632525;TA;1;1;11.01.2021 13:06;Seminartext lesen, am Seminar teilnehmen, danach Statistikaufgaben bearbeiten;6;3;1h und 30min;4h;5;Erst Text für das Seminar lesen und verstehen, dann Pause und an die frische Luft gehen, dann 16:00 Uhr Seminar und anschließend werden dann bis Abends noch die Statistikübungen gemacht;4;3;2;5;2;2;3;3;1;1;5;1h und 30min;4h;6;1;4;3;4;3;4;meinen Zeitplan einhalten und alle zu erledigen Aufgaben meistern;4;4;1;5;24;83;20;312;;21;10;12;40;16669;143;41;9535;60;56;96;7;727;1;19;19;0;0;0.21;0
1692;PY378998;TA;1;1;11.01.2021 13:12;"Management: Skript bearbeiten, Vorlesung anschauen. 
Mathematik für Wiwi: Kapitel 4.4 im Buch abschließen. 
Allgemeine Psychologie: Kapitel 1.4 durchlesen.";5;4;0;>3 h;3;"1) Management 40 Minuten Vorlesung, 20 Minuten Fragen bearbeiten 
2) Mathe 60 Minuten Lesen, circa. 30 Aufgaben nach dem Kapitel rechnen 
3) Psychologie Kapitel bis zum Ende lesen, circa 30 Minuten ";5;3;4;5;4;1;1;3;1;1;4;0;3 h 30 Minuten;4;5;4;4;5;4;-1;Mich Statistik und folgendem am Mittwoch Tutorium zu widmen. Mikroökonomie anschauen. Informationen vom Kognitions-Seminar zu bearbeiten.  ;5;6;1;5;11;303;;257;33;21;;7;30;10749;5;18;1305;47;78;158;5;590;1;19;19;0;0;0.3;0
1693;WG879246;TA;1;1;11.01.2021 13:15;Karteikarten für Forschungsmethoden lernen;5;5;3h;3 h;3;"2h Karteikarten lernen
1h Text für Kognition lesen";3;2;5;4;5;3;1;2;1;2;4;3h;2h;2;3;4;3;3;4;3;mich an meinen Plan halten;3;3;1;5;24;134;12;196;92;25;6;13;39;20776;16406;41;49;84;157;124;4;696;1;19;19;0;0;0.22;0
1698;CV988215;TA;1;1;11.01.2021 13:40;"-am Grundbegriffe der Erziehungswissenschaft Seminar teilnehmen und mich aktiv beteiligen 
-Thema 3 von Entwicklungspsychologie lernen 
-Aufgaben der Erziehungswissenschaft wiederholen (Klausurvorbereitung) ";5;4;1h 45 min ;3 h ;6;"Zuerst Entwicklungspsychologie lernen und wiederholen, am morgen kann ich am besten auswendig lernen. Danach an dem synchronen Seminar teilnehmen und danach, die Inhalte aus dem Seminar zusammenfassen. Das soll noch während der Mittagspause passieren, solange meine Tochter schläft.
Nachmittags oder Abends, je nach dem wie es zeitlich am besten passt, wiederhole ich noch die Aufgaben der Erziehungswissenschaft. ";5;6;4;5;2;4;1;2;1;5;5;1h 30 min ;4 h ;5;1;4;4;4;5;-1;mehr für die anstehenden Klausuren zu lernen ;5;4;1;6;5;89;;197;;19;;6;7;18144;3;23;30;27;26;42;3;477;1;19;19;0;0;0.57;0
1700;ME637726;TA;1;1;11.01.2021 13:44;Alle Texte vom Wilkens Seminar ausdrucken und bearbeiten ( was ich noch nicht gemacht hab) und Statistik Vorlesung anhören und aufgaben für das Tutorium lösen.;6;5;1h;2h;4;Nach dem ich den Haushalt gemacht habe werde ich mich an meine Aufgaben setzen und diese lösen mit einer oder zwei Raucherpausen dazwischen.;2;2;6;6;5;1;1;5;3;6;4;0;1h;1;6;3;2;2;4;-1;Ich werde meine Aufgaben kontzentrierter erledigen und mir ehr Zeit für die Uni nehmen da bald die Prüfungen sind und ich noch einiges nachholen muss. Ich muss mich erst richtig daran gewöhnen uni und Alltag zu strukturieren und zu planen. ;3;5;1;6;13;74;8;117;8;15;3;8;30;24349;6;20;27;30;92;122;;461;0;18;18;0;0;0.42;0
1701;EK319924;TA;1;1;11.01.2021 13:52;Ausarbeitung neuer Vorlesungsinhalte;6;3;1h 30min;3h;6;"Erarbeitung der heutigen Vorlesung
Überarbeitung eines Seminars von letzter Woche
Überarbeitung von zwei Vorlesungen, die für diese Prüfungsphase relevant sind ";4;4;5;6;3;3;1;4;1;2;6;1h 30min;2h 30min;6;5;6;6;5;4;-1;mehr Motivation;4;5;1;6;10;24;;114;;14;5;8;23;23389;69;24;36;36;34;73;3;387;1;19;19;0;0;0.47;1
1706;VU521743;TA;1;1;11.01.2021 14:12;#NAME?;5;4;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;7661;144;;19;;;;;;;;;;;;;;166;0;2;4;57;57;0.97;28
1707;WN633269;TA;1;1;11.01.2021 14:17;Seminare und Vorlesungen nacharbeiten ;4;4;2h ;1h;3;;4;4;5;4;;;;;;;;;;;;;;;;;;;;;;9;53;9;60;5;17;4;8;35;23497;9450;;;;;;;171;0;11;13;9;8;0.39;0
1708;SR175276;TA;1;1;11.01.2021 14:18;"-Lernen für Einführung in Erziehungswissenschaft (Vorlesung 3 und 4), Karteikarten schreiben und wiederholen für die Vorlesungen
-ersten zwei Texte für Seminar AA #02 wiederholen und Notizen machen";5;4;1h 30min;3h;4;"-14.15-15.45 Uhr: Seminar AA#02 
-Pause (30min)
-1h 30min für AA#02 Texte lesen und wichtiges notieren. 
-Pause (1h)
-1h 30min AA#01 Karteikarten schreiben, lernen.
-ggf. während der Lerneinheiten kurz Pause machen, belohnen";5;4;2;5;4;3;1;3;1;2;4;1h 15min;2h;2;3;4;3;4;3;4;Statistik Arbeitsblatt konzentriert und so gut es geht auszufüllen, an Tutorium für Forschungsmethoden teilnehmen;4;4;1;5;902;417;15;412;38;17;;7;10;23291;1;392;41;37;24;92;2;334;1;19;19;0;0;0.49;7
1711;TG784124;TA;1;1;11.01.2021 14:42;"Begrifflichkeiten lernen 
Lernplakate für einzelne Themen anfertigen 
Vorlesungsaufzeichnungen anfertigen und verbessern";5;4;2h 45 min;4h 30 min;3;;4;3;5;4;4;5;2;2;6;4;4;2h 53min;4h12min;-1;5;5;4;2;4;-1;;4;4;1;4;71;157;14;190;34;44;11;27;64;10755;3;36;95;45;50;70;7;713;1;19;19;6;6;0.26;0
1712;KZ697134;TA;1;1;11.01.2021 14:53;einen eigenen lernplan zu erstellen ;5;4;2h;1h30min;5;Vorlesung bearbeiten und Lernzettel schreiben, text für morgen vorbereiten;4;3;4;5;6;1;5;1;1;1;5;1h30;2h;6;1;5;5;4;4;-1;text noch mal lesen;3;2;1;4;9;30;;64;;13;3;8;14;38612;7;22;35;18;18;58;4;303;1;19;19;0;0;0.59;0
1748;EE558756;TA;1;2;12.01.2021 07:24;"Für die Klausuren lernen
Zusammenfassungen schreiben 
Alle Vorlesungen schauen ";6;5;2h;4h;6;"7:30 lernen 
8:15 - 10:15 Vorlesung pädagogische Epochen 
10:30-12:00 Vorlesung Statistik 
13:00-14:00 AB Forschungsmethoden 
14:30-17:00 Forschungsmethoden 
17:00-18:30 Entwpsy ";5;5;4;6;4;6;1;1;1;1;5;3h;4h;4;1;5;4;5;5;5;Keinen;5;5;1;6;16;91;9;224;;11;;6;7;38126;8;15;27;50;54;85;5;608;1;19;19;0;0;0.43;0
1751;XK292543;TA;1;2;12.01.2021 07:43;#NAME?;4;5;3h;3h 30 min;5;9.30-> aurarbeitung seidelmann, danach forschungsmethoden blatt, danach einführung ew angucken, nach tutorium statistik blatt, abends nochmal einführung in EW;4;3;5;5;5;6;1;2;6;1;4;3h;1h 30 min;4;3;4;4;2;2;4;statistik vorlesung nachholen, Ew lernen (mindestens 1 Vorlesung);4;4;1;1;6;184;;221;;49;3;9;8;44500;17;804;88;72;35;137;3;805;1;19;19;0;0;0.31;0
1752;KV214531;TA;1;2;12.01.2021 07:45;"1. EW 1 lernen
2. E-Psycho: 10. Vorlesung lernen 
3. Päd. Epochen nachbereiten 
4. Insgesamt: 1 H: Karteikarten lernen ";5;6;1h 30min;4 h;4;"- 1. EW- Vorlesung lernen 
-2. 10. E-Psycho Vorlesung lernen 
-3. Karteikarten lernen: 1h 
-4. Päd. Epochen: zusammenfassen ";5;6;1;5;4;2;1;6;1;5;5;01:30;4;-1;4;5;5;5;3;-1;Eat the frog! Lerne endlich mal Erziehungswissenschaften! Wechsel aus kognitiv anstrengenderen Blöcken (aktives Lernen) und eher nicht so anstrengenden Sachen ( Zusammenfassen)  ;5;5;1;5;13;144;11;165;19;14;;7;14;53482;6;25;43;42;64;135;5;681;1;19;19;0;0;0.34;0
1753;RA581334;TA;1;2;12.01.2021 07:46;#NAME?;5;4;3 h 30 min ;5 h ;6;"- Vorlesung 1 bis 9:45
- Vorlesung 2 bis 11:45
- Pause
- Beginn Zusammenfassungen bis ich fertig bin ";4;4;3;5;6;4;6;2;3;6;1;3 h 30;3 h ;2;6;4;3;1;2;-1;konzentrierter Arbeiten ;3;3;1;5;36;70;;107;;18;6;9;17;36708;7;48;86;48;40;50;;495;0;18;18;0;0;0.35;0
1754;SW218242;TA;1;2;12.01.2021 07:49;Alle Vorlesungen anschauen, Texte lesen, für Klausur lernen;5;5;5h;3h;4;"Immer mal Pausen machen; vor 17 Uhr fertig sein";4;4;4;6;2;5;1;3;3;1;5;4h;2h;5;1;5;5;5;4;6;Für Klausuren lernen;2;3;1;3;2;72;6;120;2;30;4;9;10;36416;6;25;44;25;31;47;3;436;1;19;19;0;0;0.56;2
1755;AA223798;TA;1;2;12.01.2021 07:50;"Vorlesung für Pädagogische Epochen und Vertreter anschauen und Mitschriften anfertigen.
Vorlesung für Statistik 1 anschauen und ebenfalls Mitschriften anfertigen.
Arbeitsblatt für Statistik 1 bearbeiten.

Text für Grundbegriffe der Erziehungswissenschaft bearbeiten und Leitfragen beantworten.";5;5;1h 30min;2h 30min;5;"Vorlesung Pädagogische Epochen bis 10:00 Uhr
Nachmittag Statistik 1 Vorlesung, Arbeitsblatt 
Später Nachmittag Grundbegriffe Text";2;4;3;5;4;1;1;3;1;5;5;1h 30min;2h ;4;4;6;5;4;4;3;Zeitplan überarbeiten;3;3;1;5;11;164;8;245;;12;4;6;6;39325;5;19;44;35;32;45;5;641;1;19;19;0;0;0.46;0
1760;DA554611;TA;1;2;12.01.2021 08:00;#NAME?;6;4;3h;4h;6;"-päd. Epochen: teilnehmen & nacharbeiten
-Statistik durcharbeiten
-Skripte von AA#01 lesen & ggf. Sachen in Aufzeichnungen ergänzen
";6;6;2;6;3;2;1;1;1;2;6;3h;2h 30min;4;2;6;6;5;4;6;etwas mit den Skripten arbeiten, ansonsten Uni - Pause;6;5;1;5;4;264;;48;;16;;6;11;36938;6;29;27;41;18;55;3;295;1;19;19;0;0;0.55;0
1762;KZ379721;TA;1;2;12.01.2021 08:01;"2 Vorlesungen von heute machen.
Lernzettel Entwicklungspsychologie";5;3;2h;4h;3;"8-10 Vorlesung live SEIDELMANN
Pause
Lernzettel Psychologie";4;3;4;4;4;4;1;1;1;1;5;2h;2h;4;1;3;3;4;3;5;"Lernzettel bearbeiten
Asynchrone Vorlesung bearbeiten";4;4;1;4;6;44;;78;3;13;1;7;2;53033;26;10;15;18;14;40;2;256;1;19;19;0;0;0.89;7
1765;BA355797;TA;1;2;12.01.2021 08:02;"8:15 Uhr - Vorlesung Päd. Epochen
12:15 Uhr - Seminar EW + Lernzettel
EW - Vorlesung 5 Lernzettel";5;3;3h;30 min;5;"8:15 - Vorlesung Päd. Epochen
12:15 - Seminar EW
13:30 - EW Vorlesung 5";4;4;2;5;3;3;2;4;1;3;6;3h;30 min;5;3;4;5;4;5;5;noch mehr konzentriert arbeiten ;5;5;1;5;5;216;12;233;;49;6;14;5;34002;3;33;44;39;32;54;2;511;1;19;19;0;0;0.44;0
1766;CU525786;TA;1;2;12.01.2021 08:03;#NAME?;6;5;3h ;2h ;6;"- Vorlesung 1
- Vorlesung 2
- lernen ";3;4;3;6;2;1;1;1;1;1;6;3h;"1h 30min
";6;1;6;6;5;1;6;Grundbegriffe der EW lernen ;4;5;1;6;7;40;9;58;;18;2;6;13;31228;3;18;23;31;25;50;4;307;1;19;19;0;0;0.62;0
1770;BF819292;TA;1;2;12.01.2021 08:06;"Prüfungsvorbereitung 2h
1 Vorlesung anschauen";6;4;1h 30 min;2h ;5;2h Prüfungsvorbereitung, 2h Pause, 1h 30 min Vorlesung anschauen;4;4;5;4;2;2;3;1;1;1;6;1h 30 min;2h;6;1;5;5;5;6;5;3h Prüfungsvorbereitung;5;5;1;6;6;39;;88;;17;7;9;7;39362;9;28;32;31;40;52;9;374;1;19;19;0;0;0.47;0
1771;AT973973;TA;1;2;12.01.2021 08:06;Alle Vorlesungen machen und nacharbeiten fertig stellen.;5;4;3h;3h;4;;4;3;3;5;4;5;1;3;4;3;5;3h;1h;5;3;4;4;4;4;5;Freizeit genießen und lernen ;4;5;1;4;4;37;;65;6;19;6;23;13;56363;3;29;39;31;8;45;3;331;1;19;19;3;3;0.58;0
