;CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;KO01;EM02;EM03;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME;Feedback;Achtsamkeit;FinishT1;FinishT2;Finish18;Anzahl_LP_vollstaendig;Anzahl_LP_abends;dropout;goalt1;mott1;volt1;reft1;plant1;prot1;set1;goalt2;mott2;volt2;reft2;plant2;prot2;set2;chime1;chime2;chime3;chime4;chime5;chime6;chime7;chime8;chimeGesamt;EVLP;Feedback.Faktor
46;1344;WC754144;T1;interview;06.01.2021 12:47;T1;1;20;2;1;1;NA;LLTP;Sport- & Bewegungspädagogik;14;1;2;5;2;5;1;5;4;4;4;09.02.2021;6;6;3;18.02.2021;4;6;2,3;09.02.2021;6;2;3,3;6;5;6;6;6;5;5;3;4;2;5;4;6;3;5;5;4;5;3;4;3;6;3;4;2;3;4;2;4;6;NA;NA;6;1;5;1;6;6;4;5;5;6;2;3;1;6;3;3;6;6;5;5;2;6;4;3;5;3;5;5;3;2;5;4;4;1;6;4;4;6;4;5;5;NA;NA;NA;NA;NA;NA;1;1;2;2;1;1;6;6;1;5;6;5;5;6;6;4;5;4;1;3;4;5;2;1;6;6;6;2;2;4;1;11;11;1;1;0.51;0;1;0;1;1;1;27;0;0;5,75;5,333333333;3,5;4,333333333;4,666666667;4;NA;NA;NA;NA;NA;NA;NA;NA;5,4;4,25;3,25;4;4;3;5;5;4,2375;NA;1
147;1529;GR441237;T1;interview;09.01.2021 10:29;T1;1;20;1;1;1;NA;Rechtswissenschaften;Lehr-, Lern- und Trainingspsychologie;19;2;2;5;5;5;4;4;5;5;5;09.02.2021;5;5;3;15.02.2021;5;4;2,3;18.02.2021;5;5;3,3;5;4;5;5;5;5;3;2;2;2;2;2;4;2;2;2;2;4;5;2;2;2;5;4;3;4;4;4;4;5;3;5;5;1;3;1;5;4;4;4;5;3;2;5;5;4;4;4;4;4;2;3;5;4;5;5;2;3;4;2;4;3;4;5;4;5;6;4;2;5;5;4;4;NA;NA;NA;NA;NA;NA;3;3;2;2;3;2;5;4;2;5;5;5;5;3;2;2;5;5;5;5;2;5;2;2;2;5;2;5;5;4;1;11;11;0;0;01. Jan;14;1;0;1;1;1;31;1;0;4,75;4,333333333;2;2,666666667;2;3,428571429;4,111111111;NA;NA;NA;NA;NA;NA;NA;4,6;3,75;4;3,6;4,333333333;3,75;4,75;3;3,972916667;NA;1
110;1449;GK826951;T1;interview;08.01.2021 11:16;T1;1;20;1;1;1;NA;Förderpädagogik;LLTP;14;2;2;4;3;4;2;3;3;3;4;09.02.2021;5;4;3,3;15.02.2021;6;4;2,3;18.02.2021;6;5;3,3;4;5;3;2;3;4;3;3;4;3;3;3;4;3;5;4;4;3;4;3;2;3;3;2;1;2;1;2;1;3;5;3;3;1;3;2;4;5;5;5;5;6;3;3;3;5;4;4;3;4;3;4;2;5;5;4;5;2;5;5;4;3;5;4;5;2;5;4;2;5;4;4;4;NA;NA;NA;NA;NA;NA;5;2;3;4;2;3;4;5;3;5;6;5;5;6;6;5;6;3;3;4;5;4;2;3;5;5;5;4;3;5;1;11;11;0;0;0.5;0;0;1;1;1;1;35;0;0;3,5;3,333333333;3,25;3,333333333;4,333333333;2,857142857;2,333333333;NA;NA;NA;NA;NA;NA;NA;4,6;4,5;3,5;4;3,666666667;2,75;4,75;4,6;4,045833333;NA;0
82;1405;EP831244;T1;interview;07.01.2021 13:14;T1;1;20;1;1;1;NA;Förderpädagogik;LLTP;11;2;2;4;2;4;1;2;2;4;5;15.02.2021;5;5;2,3;18.02.2021;6;5;2,7;09.02.2021;6;1;3,3;6;5;5;5;2;2;2;4;4;4;5;2;3;3;1;1;3;2;4;3;3;3;3;2;4;2;4;4;4;3;4;4;4;1;2;2;4;5;4;5;3;2;3;3;6;2;3;2;3;5;4;5;2;5;5;2;5;3;4;3;3;3;5;4;4;3;5;3;4;5;4;3;4;NA;NA;NA;NA;NA;NA;3;3;4;3;4;1;4;5;1;5;4;4;5;4;1;2;3;5;5;5;3;4;1;2;4;3;5;6;3;5;1;11;11;0;0;0.94;6;0;1;1;1;1;34;0;0;5,25;2;4,25;2,666666667;1,666666667;2,857142857;3,666666667;NA;NA;NA;NA;NA;NA;NA;4,2;5,25;2,25;3,4;3,333333333;3,75;4,5;3,4;3,760416667;NA;0
92;1419;EL742586;T1;interview;07.01.2021 14:14;T1;1;21;1;1;1;NA;Germanistik;LLTP;14;2;1;4;1;4;1;2;1;5;5;15.02.2021;5;4;2,3;09.02.2021;4;4;2,7;18.02.2021;6;5;3,3;2;5;5;4;2;2;4;3;5;2;2;3;5;3;3;4;3;2;2;4;3;2;1;4;1;1;2;2;3;4;1;2;4;1;2;1;6;4;4;4;5;1;1;2;4;5;1;4;3;3;2;5;3;6;6;3;4;2;2;3;3;3;4;3;5;2;5;2;3;3;6;2;5;NA;NA;NA;NA;NA;NA;2;4;3;4;4;2;6;4;2;5;5;6;6;4;5;2;6;4;2;4;2;6;4;5;5;4;5;2;5;6;1;11;11;0;0;0.8;1;1;0;1;1;1;31;0;0;4;2,666666667;3;3,666666667;3,333333333;2,571428571;2,222222222;NA;NA;NA;NA;NA;NA;NA;4,4;4,5;3,75;2;3,166666667;3,25;4,25;3;3,539583333;NA;1
48;1346;RQ233693;T1;interview;06.01.2021 13:13;T1;1;23;2;1;1;NA;Kommunikationswissenschaft;LLTP;13;2;2;2;3;5;4;4;3;3;5;18.02.2021;6;5;3;08.02.2021;5;5;3,3;16.02.2021;5;5;3,3;5;3;4;4;1;2;2;2;4;2;2;1;6;4;1;1;1;5;6;4;4;5;5;5;4;3;4;4;5;6;4;4;5;1;8;2;4;5;2;6;2;5;4;4;4;6;4;3;4;4;6;5;1;5;4;4;3;3;4;4;4;1;5;4;5;5;6;5;5;4;6;5;4;NA;NA;NA;NA;NA;NA;1;2;3;2;1;1;5;5;1;6;4;3;5;1;2;1;2;5;5;5;1;1;1;1;6;2;3;6;2;6;1;11;11;0;0;0.8;4;0;1;1;1;1;34;0;0;4;1,666666667;2,5;3,666666667;1;4,857142857;4,333333333;NA;NA;NA;NA;NA;NA;NA;3,8;4,25;2,75;4,6;4,166666667;4,25;5,5;4,2;4,189583333;NA;0
51;1351;RV452633;T1;interview;06.01.2021 13:15;T1;1;22;1;3;1;NA;Erz.Wissenschaft;LLTP;15;2;2;3;1;2;1;4;2;3;2;09.02.2021;4;3;3,7;18.02.2021;3;3;3,3;04.03.2021;5;4;3,3;1;2;2;2;3;3;2;1;3;2;1;2;2;2;2;2;2;5;5;6;6;5;5;5;2;1;3;2;3;5;2;2;2;1;8;2;5;2;3;6;5;4;2;2;6;5;3;2;2;5;4;4;2;5;2;3;6;3;5;3;2;3;5;3;6;4;5;2;2;3;5;1;5;NA;NA;NA;NA;NA;NA;5;5;5;5;4;4;3;3;3;3;3;5;5;2;2;1;6;5;3;5;3;4;1;4;3;3;3;3;3;4;1;11;11;0;0;Jan 45;42;0;1;1;1;1;24;2;0;1,75;2,666666667;1,75;2;2;5,285714286;2,444444444;NA;NA;NA;NA;NA;NA;NA;4,8;5,5;3;2;2,666666667;2,75;5,25;3,8;3,720833333;NA;0
94;1423;DC443849;T1;interview;07.01.2021 14:29;T1;1;19;1;1;1;NA;Erziehungswissenschaften ;"Lehr-; Lern- und Trainingspsychologie ";18;2;2;2;2;2;1;2;2;2;3;12.02.2021;6;5;3,7;15.02.2021;5;5;3,3;18.02.2021;6;5;3,3;4;3;2;4;5;2;4;2;4;2;2;4;5;5;1;2;1;2;4;3;2;5;2;3;3;2;2;4;3;5;4;3;4;1;2;2;4;2;2;4;3;5;1;2;3;4;2;2;2;4;4;2;2;5;2;3;4;2;3;4;2;1;5;4;4;3;4;2;3;3;5;1;2;NA;NA;NA;NA;NA;NA;4;2;2;3;2;3;6;4;2;5;4;2;5;3;5;2;6;4;5;5;4;6;3;2;3;5;2;5;3;5;1;11;11;0;0;01. Mrz;9;0;1;1;1;1;34;0;0;3,25;3,666666667;2,5;4,666666667;1,333333333;3;3,333333333;NA;NA;NA;NA;NA;NA;NA;3,6;4,25;2,25;1,6;2,5;2,5;4;3,4;3,0125;NA;0
123;1468;WN633269;T1;interview;08.01.2021 12:39;T1;1;18;1;1;1;NA;Lehr- Lern- und Trainingspychologie;Erziehungswissenschaften;18;2;2;4;3;3;2;4;3;3;3;12.02.2021;5;3;3,7;18.02.2021;5;5;3,3;18.02.2021;5;4;3,3;3;3;3;3;2;2;3;2;3;2;2;3;2;3;2;2;2;5;5;5;2;5;5;5;3;4;3;4;3;4;3;4;4;1;5;1;5;3;4;4;4;3;5;2;3;3;5;2;2;3;3;3;2;4;2;2;4;2;4;4;2;4;4;3;3;4;3;4;3;4;4;4;4;NA;NA;NA;NA;NA;NA;3;3;5;2;2;2;3;5;4;5;3;3;4;3;3;3;5;3;3;3;3;3;2;3;3;2;2;4;5;4;1;11;11;0;0;0.87;29;1;0;1;1;1;28;2;0;3;2,333333333;2,25;2,666666667;2;4,571428571;3,555555556;NA;NA;NA;NA;NA;NA;NA;3,8;3,75;2,75;4,2;2,333333333;2,75;3,75;3,6;3,366666667;NA;1
6;1198;UY881832;T1;interview;04.01.2021 15:16;T1;1;23;1;1;1;NA;LLTP;SoWi;4;1;1;4;4;6;1;5;3;5;5;15.02.2021;6;5;3,3;18.02.2021;5;6;2,7;23.02.2021;6;5;3,7;2;5;4;5;4;5;3;4;3;2;3;5;5;3;1;1;1;2;6;2;1;3;1;5;5;5;4;3;3;6;4;3;2;2;5;2;6;5;3;5;6;4;5;4;5;5;5;4;4;5;5;4;4;2;5;5;6;3;2;6;5;4;5;6;6;1;4;5;6;5;5;4;4;NA;NA;NA;NA;NA;NA;6;5;4;6;6;3;5;1;3;4;6;5;6;5;2;1;6;6;4;6;5;2;1;2;6;6;6;6;5;5;1;11;11;0;0;0.73;3;0;1;1;1;1;27;3;0;4;4;3;4,333333333;1;2,857142857;3,888888889;NA;NA;NA;NA;NA;NA;NA;5,6;4,5;4,25;4,8;4,666666667;3,75;4;4,4;4,495833333;NA;0
64;1376;YC186467;T1;interview;06.01.2021 21:18;T1;1;18;1;1;1;NA;Kommunikationswissenschaft ;Lehr-Lern und Trainingspsychologie;6;2;2;3;3;5;4;4;5;4;5;08.02.2021;6;6;3,7;09.02.2021;5;5;2,7;16.02.2021;6;5;3,7;5;6;3;4;2;1;1;4;4;3;3;2;5;4;3;2;3;2;5;2;1;4;1;4;2;2;3;3;3;4;2;3;2;1;6;1;6;4;5;4;5;5;3;3;4;2;3;4;3;5;5;5;3;3;1;5;6;1;5;4;4;3;5;4;5;1;5;4;2;4;6;4;3;NA;NA;NA;NA;NA;NA;6;4;5;5;5;1;4;5;1;6;5;4;6;5;6;4;6;5;5;6;5;6;5;5;5;6;5;6;6;6;1;11;11;0;0;01. Jan;14;1;0;1;1;1;28;2;0;4,5;1,333333333;3,5;3,666666667;2,666666667;2,714285714;2,666666667;NA;NA;NA;NA;NA;NA;NA;5;4,5;3;3,6;4;1,25;5;4,4;3,84375;NA;1
126;1473;HD353817;T1;interview;08.01.2021 12:59;T1;1;19;1;3;1;NA;Erziehungswissenschaft ;LLTp;21;2;2;4;4;3;4;4;4;4;3;15.02.2021;5;5;3,7;18.02.2021;3;4;3;09.03.2021;6;5;3,7;4;5;4;6;4;4;4;1;3;1;1;1;4;3;1;1;1;3;5;4;2;6;4;2;3;2;1;1;3;1;2;3;3;2;3;1;5;5;4;5;3;4;2;2;6;2;5;3;4;5;4;3;2;6;3;3;6;3;4;4;3;2;6;3;4;4;4;4;3;3;4;4;4;NA;NA;NA;NA;NA;NA;3;3;3;3;3;1;5;6;1;5;5;4;5;4;3;1;6;4;3;4;1;4;1;1;6;5;2;4;1;6;1;11;11;1;1;Jan 36;29;1;0;1;1;1;29;1;0;4,75;4;1,5;2,666666667;1;3,714285714;2,111111111;NA;NA;NA;NA;NA;NA;NA;4;6;2,25;4;3;3,25;4,25;4;3,84375;NA;1
39;1334;PY946565;T1;interview;06.01.2021 11:46;T1;1;20;1;1;1;NA;EW;LLTP;21;2;2;4;2;4;5;6;3;4;5;12.02.2021;6;5;4;18.02.2021;3;5;3;18.02.2021;5;5;3,7;6;5;5;5;4;3;4;1;2;1;2;5;2;2;4;4;2;2;3;2;1;3;1;1;3;2;2;2;2;4;2;3;3;2;7;1;4;5;4;5;2;5;5;3;4;4;4;5;2;4;5;5;4;4;3;3;2;1;6;3;2;2;6;3;2;1;5;2;1;5;5;3;4;NA;NA;NA;NA;NA;NA;2;1;2;2;1;1;5;6;1;6;5;4;4;4;5;1;6;6;2;6;3;3;2;2;3;5;3;6;3;3;1;11;11;0;0;0.61;3;1;0;1;1;1;35;0;0;5,25;3,666666667;1,5;3;3,333333333;1,857142857;2,555555556;NA;NA;NA;NA;NA;NA;NA;3,4;4;3,75;3,8;3;1,5;5,25;4,2;3,6125;NA;1
53;1354;XV917984;T1;interview;06.01.2021 13:38;T1;1;19;1;1;1;NA;Lehr-, Lern- und Trainingspsychologie;Philosophie;20;2;2;3;3;3;2;3;4;3;5;15.02.2021;5;6;2,7;18.02.2021;5;6;3,3;09.02.2021;6;6;3,7;6;4;5;4;2;4;3;2;4;2;2;3;6;4;3;3;4;5;5;5;3;5;5;5;4;3;2;4;4;4;2;4;3;1;6;1;6;2;5;6;6;4;1;2;5;3;1;3;4;5;5;5;1;5;2;3;5;2;4;5;4;2;4;4;4;2;4;2;5;5;3;1;3;NA;NA;NA;NA;NA;NA;6;5;6;5;6;6;3;3;4;2;4;5;5;4;4;3;5;6;6;6;3;4;2;4;5;5;5;6;4;6;1;11;11;0;0;01. Feb;6;1;0;1;1;1;32;0;0;4,75;3;2,5;4,333333333;3,333333333;4,714285714;3,333333333;NA;NA;NA;NA;NA;NA;NA;5,2;4,75;2,25;1,4;3,666666667;2,75;4,25;4,4;3,583333333;NA;1
57;1358;PA298545;T1;interview;06.01.2021 14:54;T1;1;19;1;1;1;NA;LLTP;Management;18;2;1;2;6;3;1;6;4;3;5;18.02.2021;5;6;2,7;19.02.2021;4;6;2;23.02.2021;6;6;4;4;6;2;2;6;6;6;1;3;2;2;2;6;6;1;1;1;6;6;4;5;4;6;6;2;2;2;2;2;4;2;3;2;1;7;1;5;5;4;4;3;2;2;1;5;4;2;1;5;3;3;3;1;6;4;3;5;2;4;4;3;2;5;3;4;3;4;3;4;4;3;3;4;NA;NA;NA;NA;NA;NA;5;5;6;6;4;4;4;5;3;4;5;5;6;5;3;1;6;3;3;6;6;4;1;1;6;6;6;3;1;5;1;11;11;0;0;01. Apr;9;1;0;1;1;1;31;0;0;3,5;6;2;4,666666667;1;5,285714286;2,333333333;NA;NA;NA;NA;NA;NA;NA;3,8;5,25;2;3;3;3,25;3,75;3,4;3,43125;NA;1
112;1452;FY246884;T1;interview;08.01.2021 11:16;T1;1;20;1;3;1;NA;Erziehungswissenschaft;LLTP;14;2;2;4;1;5;1;3;3;5;4;09.02.2021;6;6;4;15.02.2021;5;4;2;15.02.2021;6;5;4;5;4;3;4;5;6;5;2;3;4;2;5;6;5;1;1;1;1;2;2;1;2;1;1;4;5;4;3;4;5;3;5;4;1;3;2;5;4;4;5;6;6;3;2;4;6;5;4;3;6;5;2;4;5;4;5;6;2;6;6;5;3;6;4;5;2;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;5;5;4;4;3;1;5;5;1;6;6;5;6;5;4;5;6;6;4;5;6;3;3;1;4;6;5;6;2;5;1;11;11;0;0;01. Aug;13;0;1;1;1;1;34;1;0;4;5,333333333;2,75;5,333333333;1;1,428571429;4,111111111;NA;NA;NA;NA;NA;NA;NA;5,6;5,25;4,25;4,8;3,5;3,5;5,75;5,4;4,75625;NA;0
4;1192;UR157297;T1;interview;04.01.2021 15:14;T1;1;18;1;1;1;NA;Erziehungswissenschaft;Lehr-, Lern- und Trainingspsychologie;20;2;2;2;1;3;1;2;2;3;4;09.02.2021;5;2;3,7;18.02.2021;6;5;4;12.02.2021;5;5;4;5;3;4;4;3;4;2;4;2;3;3;3;5;5;3;4;3;3;4;2;1;2;3;2;2;1;1;2;2;3;4;3;2;1;5;2;4;1;5;4;3;2;1;2;4;6;1;5;4;5;4;5;5;4;1;3;4;2;6;3;3;3;5;2;4;2;6;2;1;4;6;1;2;NA;NA;NA;NA;NA;NA;5;3;2;3;5;2;3;2;2;4;5;5;5;2;4;3;4;5;4;5;2;6;3;3;5;5;5;5;5;5;1;11;11;0;0;0.77;3;0;1;1;1;1;34;1;0;4;3;3;4,333333333;3,333333333;2,428571429;2,222222222;NA;NA;NA;NA;NA;NA;NA;4;4,25;4,75;1,2;3,166666667;1,5;5,5;3,2;3,445833333;NA;0
2;1188;UB531682;T1;interview;04.01.2021 15:14;T1;1;20;1;1;1;NA;EW;LLTP;15;2;2;2;2;5;1;5;6;5;4;04.02.2021;3;5;4;09.02.2021;3;5;4;12.02.2021;3;5;4;4;3;3;3;5;2;2;5;3;4;3;3;5;4;2;3;3;1;1;2;1;1;1;1;3;4;2;5;2;4;2;4;5;2;5;2;4;4;5;3;4;1;4;3;6;6;3;5;4;6;1;4;5;5;5;3;6;3;5;1;4;5;6;3;5;5;3;4;3;5;4;6;5;NA;NA;NA;NA;NA;NA;4;1;6;4;4;6;4;1;6;1;4;5;5;1;1;1;1;6;4;6;2;4;1;4;6;6;5;4;3;4;1;11;11;0;0;0.92;15;0;1;1;1;1;24;2;0;3,25;3;3,75;4;2,666666667;1,142857143;3,444444444;NA;NA;NA;NA;NA;NA;NA;4,8;5,75;5,25;4,2;3,5;4;3,75;2,6;4,23125;NA;0
21;1221;YM644361;T1;interview;04.01.2021 20:55;T1;1;20;1;1;1;NA;EW;LLTP;16;1;2;3;1;2;1;4;2;2;2;12.02.2021;6;6;4;18.02.2021;6;6;4;18.02.2021;6;6;4;6;2;2;3;3;3;2;1;2;2;1;4;6;5;2;3;2;6;6;6;6;6;6;6;3;4;2;3;3;3;3;3;3;1;6;2;6;3;3;5;5;3;1;2;2;3;2;3;2;3;2;2;4;2;4;2;1;4;2;2;3;3;2;1;4;5;2;2;4;4;4;1;2;NA;NA;NA;NA;NA;NA;6;6;5;6;6;4;4;3;2;4;6;6;6;3;2;1;6;5;6;5;2;6;3;3;6;6;4;5;4;6;1;11;11;0;0;Jan 62;53;0;1;1;1;1;34;0;0;3,25;2,666666667;1,5;5;2,333333333;6;3;NA;NA;NA;NA;NA;NA;NA;4,4;1,75;3,25;1,8;2;4,25;3,25;2,4;2,8875;NA;0
63;1371;TC633551;T1;interview;06.01.2021 18:04;T1;1;26;1;1;1;NA;EW;LLTP;24;2;2;4;3;5;5;5;6;3;5;12.02.2021;5;6;2,3;18.02.2021;6;5;2,3;NA;NA;NA;NA;4;5;5;4;5;5;6;4;5;3;3;3;4;2;4;3;3;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;1;8;1;5;4;4;5;5;4;4;4;5;3;4;5;4;5;4;6;3;5;3;3;5;2;5;5;2;5;4;3;5;2;5;5;3;3;4;4;3;NA;NA;NA;NA;NA;NA;2;3;3;4;2;3;5;5;2;5;5;6;6;4;4;5;5;6;5;6;2;3;1;3;5;6;6;5;5;6;1;11;11;3;3;Jan 15;23;1;0;1;1;1;21;1;0;4,5;5,333333333;3,75;3;3,333333333;5;4,777777778;NA;NA;NA;NA;NA;NA;NA;4,6;4,75;4;4,2;3,666666667;2,5;4,75;4;4,058333333;NA;1
23;1223;VX588246;T1;interview;04.01.2021 21:26;T1;1;20;1;1;1;NA;FÖP;LLTP;20;2;2;3;3;4;3;6;3;5;3;09.02.2021;3;2;2,3;18.02.2021;2;2;NA;NA;NA;NA;NA;6;6;4;4;4;5;4;5;3;2;2;2;2;2;2;2;4;3;4;2;1;5;2;2;4;3;5;4;4;5;3;5;5;1;5;1;5;4;4;6;4;4;2;4;2;5;4;5;3;5;6;4;6;5;5;4;2;3;5;4;4;5;2;3;5;5;5;4;5;5;5;4;4;NA;NA;NA;NA;NA;NA;2;1;1;2;2;2;6;4;2;6;4;4;5;6;4;4;6;6;6;6;4;2;2;1;6;5;4;5;2;5;1;11;11;4;4;Jan 31;17;1;0;1;1;1;34;0;0;5;4,333333333;3;2;2,666666667;2,714285714;4,222222222;NA;NA;NA;NA;NA;NA;NA;4,8;2,75;5,25;3,6;3,666666667;4,5;5,25;4,4;4,277083333;NA;1
141;1506;TN749971;T1;interview;08.01.2021 16:00;T1;1;20;1;1;1;NA;Förderpädagogik;LLTP;19;2;2;5;2;2;3;3;4;4;3;09.02.2021;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;3;2;2;2;2;1;1;1;3;3;3;3;1;4;4;5;5;5;5;NA;4;2;3;2;3;3;3;2;5;3;2;8;1;5;1;3;4;2;2;1;2;5;1;1;1;3;4;3;4;2;4;4;1;3;4;4;2;2;1;4;1;6;2;5;1;2;NA;6;1;3;NA;NA;NA;NA;NA;NA;6;6;6;6;6;2;2;5;2;6;4;4;4;2;2;2;2;5;5;5;3;3;5;3;2;3;5;4;4;5;1;11;11;8;8;Jan 46;45;1;0;1;1;1;21;6;0;NA;2;1,25;3;2,666666667;NA;2,888888889;NA;NA;NA;NA;NA;NA;NA;NA;4;1,25;1;2,166666667;3;4,75;2,6;NA;NA;1
5466;7679;PK497634;T3;interview;22.03.2021 10:20;T3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.03.2021;NA;NA;NA;18.03.2021;NA;NA;NA;18.03.2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,3;5;1;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;4;0;0;Jan 62;36;1;0;1;1;1;30;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
5467;7680;PY333941;T3;interview;22.03.2021 10:22;T3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.02.2021;NA;NA;NA;18.02.2021;NA;NA;NA;22.02.2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;1,3;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;4;0;0;0.72;1;0;1;1;1;1;35;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
5481;7698;GD335178;T3;interview;22.03.2021 13:07;T3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.02.2021;NA;NA;NA;18.02.2021;NA;NA;NA;28.02.2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3;6;2;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;4;0;0;0.56;0;1;0;1;1;1;35;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
5502;7723;SS198481;T3;interview;22.03.2021 22:31;T3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.02.2021;NA;NA;NA;04.03.2021;NA;NA;NA;04.03.2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3;6;1;6;1,3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;4;0;0;01. Feb;16;1;0;1;1;1;23;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
